contract_date,contract_no.,sent_to_laserfiche_contract,sent_to_laserfiche_fixation,customer_name,consignee_name,trade_slip_contract_price,trade_slip_total_cost,trade_slip_net_price,country,agent_name,vmi,amendment,commodity,origin,contract_quality,quality_type,crop_year,local_quality_text,sales_terms,from,shipped_from_country,final_destination,destination_country,payment_terms,delivery_shipment,delivery_or_shipment_period,quantity,quantity_unit,weight_mt,net_weight_in_lots__in_mt_,gross_weight_in_lots__in_mt_,unapplied_weight_mt,uninvoiced_weight_mt,washout_weight_in_mt,uninvoiced_quantity,l_c_numbers,+__,price,price_unit,price_method,cover_month,cover_year,average_price,market_price,market_price_unit,hypothetical_exchange,hypothetical_cover_month,hypothetical_cover_year,hypothetical_on_off_ratio,hypothetical_differential_ratio,hypothetical_differential_price_unit,sas_approved,posting_dates,on_call_balance,total_weight_fixed,number_of_lot_to_be_fixed,number_of_lot_fixed,trade_slip_price,market_price2,selling_commission,buying_commission,fob_nett,anticipated_margin,anticipated_purchase_price,costs_to_fob_new_trade_slip,freight_new_trade_slip,insurance_new_trade_slip,other_costs_new_trade_slip,controlling_costs_new_trade_slip,bank_charges_costs_new_trade_slip,weight_loss_costs_new_trade_slip,interest_costs_new_trade_slip,cost_hedge_costs_new_trade_slip,custom_charge_costs_new_trade_slip,custom_duties_costs_new_trade_slip,customer,commission_price_unit,commission_on_amount_rate__%_,commission_on_quantity_sign,commission_on_quantity_rate,commission_on_weight_sign,commission_on_weight_rate,commission_on_price_unit_sign,commission_on_price_unit_rate,agent_commission_price_unit,agent_on_amount_rate__%_,agent_on_weight_sign,agent_on_price_unit_rate,periods__begin_,periods__end_,price__exchange_,exchange_price_unit,s.i._no.,s.i._date,advice_no.,advice_date,fixation_date,created_on,created_by,invoiced,invoiced_on,third_party_invoiced_amount,third_party_currency,margin_percentage,is_invoiced
2022-07-15,CT2022070178,1,1,Ocean Trade Partners,Global Storage Co.,8435.98,7170.58,150750.96,UAE,,,,Cashew Kernels Pieces,Nigeria,,,2022,,CIF,Nigeria,Nigeria,UAE,UAE,LC 60 days,Prompt,July 2022,1,Containers,17.87,17.87,18.23,0,0.0,0,0,,,8435.98,USD/MT,Fixed,,,8435.98,8282.49,USD/MT,,,,,,,1,,0,17.87,0,1,8435.98,,1507.51,753.75,147735.94,22612.7,7170.58,717.06,893.5,301.5,753.75,0,150.75,0,0,0,0,0,Ocean Trade Partners,USD/MT,1.0,,0,,0,,0,,0,,0,2022-07-15,2022-08-14,,,,,,,,2022-07-15,System,1,2022-08-19,150193.5,EUR,15.0,1
2023-04-24,CT2023040179,1,1,Asia Pacific Imports,Express Freight Services,11146.97,9474.92,355030.99,Netherlands,,,,Cashew Kernels W320,Nigeria,,,2023,,CFR,Nigeria,Nigeria,Netherlands,Netherlands,TT Advance,Prompt,April 2023,2,Containers,31.85,31.85,32.49,0,0.0,0,0,,,11146.97,USD/MT,Fixed,,,11146.97,11539.88,USD/MT,,,,,,,0,,0,31.85,0,2,11146.97,,3550.31,1775.15,347930.37,53254.79,9474.92,947.49,1592.5,710.06,1775.15,0,355.03,0,0,0,0,0,Asia Pacific Imports,USD/MT,1.0,,0,,0,,0,,0,,0,2023-04-24,2023-05-24,,,,,,,,2023-04-24,System,1,2023-05-22,345301.67,USD,15.0,1
2022-11-19,CT2022110180,1,0,Blue Ocean Exports,Maritime Shipping Corp.,10294.56,8750.38,388001.97,China,,,,Cashew Kernels W240,Ghana,,,2022,,FOB,Ghana,Ghana,China,China,CAD,Prompt,November 2022,2,Containers,37.69,37.69,38.44,0,37.69,0,2,,,10294.56,USD/MT,Fixed,,,10294.56,10476.96,USD/MT,,,,,,,1,,0,0.0,0,0,10294.56,,3880.02,1940.01,380241.93,58200.15,8750.38,875.04,1884.5,776.0,1940.01,0,388.0,0,0,0,0,0,Blue Ocean Exports,USD/MT,1.0,,0,,0,,0,,0,,0,2022-11-19,2022-12-19,,,,,,,,2022-11-19,System,0,,0.0,USD,15.0,0
2022-12-23,CT2022120181,1,1,Global Trading Co.,Land Transport Group,13627.28,11583.19,236433.31,China,,,,Cashew Kernels SW,Tanzania,,,2022,,CIF,Tanzania,Tanzania,China,China,LC 30 days,Prompt,December 2022,1,Containers,17.35,17.35,17.7,0,0.0,0,0,,,13627.28,USD/MT,Fixed,,,13627.28,13881.14,USD/MT,,,,,,,0,,0,17.35,0,1,13627.28,,2364.33,1182.17,231704.64,35464.96,11583.19,1158.32,867.5,472.87,1182.17,0,236.43,0,0,0,0,0,Global Trading Co.,USD/MT,1.0,,0,,0,,0,,0,,0,2022-12-23,2023-01-22,,,,,,,,2022-12-23,System,1,2023-01-21,226156.92,USD,15.0,1
2023-06-15,CT2023060182,0,0,Royal Nut Company,Port Logistics Ltd.,8643.85,7347.27,647856.56,United States,,,,Cashew Kernels SW,Vietnam,,,2023,,CFR,Vietnam,Vietnam,United States,United States,LC 30 days,Prompt,June 2023,4,Containers,74.95,74.95,76.45,0,74.95,0,4,,,8643.85,USD/MT,Fixed,,,8643.85,9010.46,USD/MT,,,,,,,1,,0,0.0,0,0,8643.85,,6478.57,3239.28,634899.43,97178.67,7347.27,734.73,3747.5,1295.71,3239.28,0,647.86,0,0,0,0,0,Royal Nut Company,USD/MT,1.0,,0,,0,,0,,0,,0,2023-06-15,2023-07-15,,,,,,,,2023-06-15,System,0,,0.0,USD,15.0,0
2024-03-19,CT2024030183,0,0,Continental Distributors,Warehouse Solutions Inc.,14358.13,12204.41,485735.54,South Korea,,,,Cashew Kernels Pieces,Ghana,,,2024,,CFR,Ghana,Ghana,South Korea,South Korea,LC 90 days,Prompt,March 2024,2,Containers,33.83,33.83,34.51,0,33.83,0,2,,,14358.13,USD/MT,Fixed,,,14358.13,14569.59,USD/MT,,,,,,,1,,0,0.0,0,0,14358.13,,4857.36,2428.68,476020.83,72860.35,12204.41,1220.44,1691.5,971.47,2428.68,0,485.74,0,0,0,0,0,Continental Distributors,USD/MT,1.0,,0,,0,,0,,0,,0,2024-03-19,2024-04-18,,,,,,,,2024-03-19,System,0,,0.0,EUR,15.0,0
2024-04-23,CT2024040184,0,1,Royal Nut Company,Inland Warehousing,10934.64,9294.44,558760.1,Australia,,,,Cashew Kernels W320,Vietnam,,,2024,,FCA,Vietnam,Vietnam,Australia,Australia,LC 60 days,Prompt,April 2024,3,Containers,51.1,51.1,52.12,0,51.1,0,3,,,10934.64,USD/MT,Fixed,,,10934.64,11242.9,USD/MT,,,,,,,1,,0,0.0,0,0,10934.64,,5587.6,2793.8,547584.9,83814.22,9294.44,929.44,2555.0,1117.52,2793.8,0,558.76,0,0,0,0,0,Royal Nut Company,USD/MT,1.0,,0,,0,,0,,0,,0,2024-04-23,2024-05-23,,,,,,,,2024-04-23,System,0,,0.0,GBP,15.0,0
2024-09-09,CT2024090185,1,0,Ocean Trade Partners,Coastal Distribution,8182.44,6955.07,542741.25,Japan,,,,Cashew Kernels Splits,Mozambique,,,2024,,FCA,Mozambique,Mozambique,Japan,Japan,LC 60 days,Prompt,September 2024,4,Containers,66.33,66.33,67.66,0,66.33,0,4,,,8182.44,USD/MT,Fixed,,,8182.44,8434.99,USD/MT,,,,,,,1,,0,0.0,0,0,8182.44,,5427.41,2713.71,531886.43,81411.46,6955.07,695.51,3316.5,1085.48,2713.71,0,542.74,0,0,0,0,0,Ocean Trade Partners,USD/MT,1.0,,0,,0,,0,,0,,0,2024-09-09,2024-10-09,,,,,,,,2024-09-09,System,0,,0.0,USD,15.0,0
2024-12-20,CT2024120186,1,1,African Export Group,Quick Ship Logistics,9865.69,8385.84,357631.26,United Kingdom,,,,Cashew Kernels W320,India,,,2024,,FOB,India,India,United Kingdom,United Kingdom,LC 60 days,Prompt,December 2024,2,Containers,36.25,36.25,36.98,0,36.25,0,2,,,9865.69,USD/MT,Fixed,,,9865.69,10295.05,USD/MT,,,,,,,0,,0,0.0,0,0,9865.69,,3576.31,1788.16,350478.63,53644.56,8385.84,838.58,1812.5,715.26,1788.16,0,357.63,0,0,0,0,0,African Export Group,USD/MT,1.0,,0,,0,,0,,0,,0,2024-12-20,2025-01-19,,,,,,,,2024-12-20,System,0,,0.0,GBP,15.0,0
2022-12-27,CT2022120187,1,1,American Cashew Corp.,Quick Ship Logistics,12903.93,10968.34,1007280.78,Japan,,,,Cashew Kernels Splits,Nigeria,,,2022,,FCA,Nigeria,Nigeria,Japan,Japan,TT 30 days,Prompt,December 2022,5,Containers,78.06,78.06,79.62,0,0.0,0,0,,,12903.93,USD/MT,Fixed,,,12903.93,12485.27,USD/MT,,,,,,,0,,0,78.06,0,5,12903.93,,10072.81,5036.4,987135.16,151092.16,10968.34,1096.83,3903.0,2014.56,5036.4,0,1007.28,0,0,0,0,0,American Cashew Corp.,USD/MT,1.0,,0,,0,,0,,0,,0,2022-12-27,2023-01-26,,,,,,,,2022-12-27,System,1,2023-01-23,999056.17,USD,15.0,1
2022-07-04,CT2022070188,1,0,Global Trading Co.,Express Freight Services,10322.14,8773.82,898645.51,Singapore,,,,Cashew Kernels W240,India,,,2022,,FCA,India,India,Singapore,Singapore,LC 60 days,Prompt,July 2022,5,Containers,87.06,87.06,88.8,0,0.0,0,0,,,10322.14,USD/MT,Fixed,,,10322.14,9828.65,USD/MT,,,,,,,0,,0,87.06,0,5,10322.14,,8986.46,4493.23,880672.6,134796.74,8773.82,877.38,4353.0,1797.29,4493.23,0,898.65,0,0,0,0,0,Global Trading Co.,USD/MT,1.0,,0,,0,,0,,0,,0,2022-07-04,2022-08-03,,,,,,,,2022-07-04,System,1,2022-07-30,894996.15,USD,15.0,1
2022-08-16,CT2022080189,1,1,Green Valley Foods,Inland Warehousing,12634.98,10739.73,694292.15,China,,,,Cashew Kernels W320,Ivory Coast,,,2022,,FCA,Ivory Coast,Ivory Coast,China,China,LC 30 days,Prompt,August 2022,3,Containers,54.95,54.95,56.05,0,0.0,0,0,,,12634.98,USD/MT,Fixed,,,12634.98,12823.47,USD/MT,,,,,,,0,,0,54.95,0,3,12634.98,,6942.92,3471.46,680406.31,104143.99,10739.73,1073.97,2747.5,1388.58,3471.46,0,694.29,0,0,0,0,0,Green Valley Foods,USD/MT,1.0,,0,,0,,0,,0,,0,2022-08-16,2022-09-15,,,,,,,,2022-08-16,System,1,2022-09-08,693454.16,EUR,15.0,1
2024-01-01,CT2024010190,1,0,American Cashew Corp.,Quick Ship Logistics,10061.62,8552.38,556508.2,China,,,,Cashew Kernels Pieces,India,,,2024,,CIF,India,India,China,China,CAD,Prompt,January 2024,3,Containers,55.31,55.31,56.42,0,55.31,0,3,,,10061.62,USD/MT,Fixed,,,10061.62,9741.74,USD/MT,,,,,,,1,,0,0.0,0,0,10061.62,,5565.08,2782.54,545378.04,83476.06,8552.38,855.24,2765.5,1113.02,2782.54,0,556.51,0,0,0,0,0,American Cashew Corp.,USD/MT,1.0,,0,,0,,0,,0,,0,2024-01-01,2024-01-31,,,,,,,,2024-01-01,System,0,,0.0,USD,15.0,0
2023-03-29,CT2023030191,0,1,Sunrise Trading LLC,Quick Ship Logistics,9665.97,8216.07,535881.38,Germany,,,,Cashew Kernels W450,Tanzania,,,2023,,CFR,Tanzania,Tanzania,Germany,Germany,LC 60 days,Prompt,March 2023,3,Containers,55.44,55.44,56.55,0,55.44,0,3,,,9665.97,USD/MT,Fixed,,,9665.97,9614.38,USD/MT,,,,,,,1,,0,0.0,0,0,9665.97,,5358.81,2679.41,525163.75,80382.46,8216.07,821.61,2772.0,1071.76,2679.41,0,535.88,0,0,0,0,0,Sunrise Trading LLC,USD/MT,1.0,,0,,0,,0,,0,,0,2023-03-29,2023-04-28,,,,,,,,2023-03-29,System,0,,0.0,GBP,15.0,0
2023-03-06,CT2023030192,1,0,American Cashew Corp.,Port Logistics Ltd.,11067.54,9407.41,173649.7,Japan,,,,Cashew Kernels W320,Ivory Coast,,,2023,,EXW,Ivory Coast,Ivory Coast,Japan,Japan,LC 60 days,Prompt,March 2023,1,Containers,15.69,15.69,16.0,0,0.0,0,0,,,11067.54,USD/MT,Fixed,,,11067.54,11431.45,USD/MT,,,,,,,0,,0,15.69,0,1,11067.54,,1736.5,868.25,170176.71,26047.44,9407.41,940.74,784.5,347.3,868.25,0,173.65,0,0,0,0,0,American Cashew Corp.,USD/MT,1.0,,0,,0,,0,,0,,0,2023-03-06,2023-04-05,,,,,,,,2023-03-06,System,1,2023-04-14,168016.77,EUR,15.0,1
2022-11-30,CT2022110193,0,0,Continental Distributors,Port Logistics Ltd.,9827.89,8353.71,459355.58,India,,,,Cashew Kernels W240,Nigeria,,,2022,,FOB,Nigeria,Nigeria,India,India,LC 30 days,Prompt,November 2022,3,Containers,46.74,46.74,47.67,0,0.0,0,0,,,9827.89,USD/MT,Fixed,,,9827.89,9668.63,USD/MT,,,,,,,1,,0,46.74,0,3,9827.89,,4593.56,2296.78,450168.47,68903.17,8353.71,835.37,2337.0,918.71,2296.78,0,459.36,0,0,0,0,0,Continental Distributors,USD/MT,1.0,,0,,0,,0,,0,,0,2022-11-30,2022-12-30,,,,,,,,2022-11-30,System,1,2023-01-08,440083.42,EUR,15.0,1
2022-03-05,CT2022030194,1,1,Pacific Rim Foods,Global Storage Co.,9438.85,8023.02,150172.1,Singapore,,,,Cashew Kernels W450,Tanzania,,,2022,,CIF,Tanzania,Tanzania,Singapore,Singapore,TT Advance,Prompt,March 2022,1,Containers,15.91,15.91,16.23,0,0.0,0,0,,,9438.85,USD/MT,Fixed,,,9438.85,9191.13,USD/MT,,,,,,,0,,0,15.91,0,1,9438.85,,1501.72,750.86,147168.66,22525.85,8023.02,802.3,795.5,300.34,750.86,0,150.17,0,0,0,0,0,Pacific Rim Foods,USD/MT,1.0,,0,,0,,0,,0,,0,2022-03-05,2022-04-04,,,,,,,,2022-03-05,System,1,2022-04-23,144655.26,GBP,15.0,1
2024-03-15,CT2024030195,0,0,Mountain View Imports,Inland Warehousing,10993.24,9344.25,186225.49,China,,,,Cashew Kernels W450,Tanzania,,,2024,,CFR,Tanzania,Tanzania,China,China,CAD,Prompt,March 2024,1,Containers,16.94,16.94,17.28,0,0.0,0,0,,,10993.24,USD/MT,Fixed,,,10993.24,11145.16,USD/MT,,,,,,,0,,0,16.94,0,1,10993.24,,1862.25,931.13,182500.98,27933.89,9344.25,934.43,847.0,372.45,931.13,0,186.23,0,0,0,0,0,Mountain View Imports,USD/MT,1.0,,0,,0,,0,,0,,0,2024-03-15,2024-04-14,,,,,,,,2024-03-15,System,1,2024-04-11,177817.29,GBP,15.0,1
2024-08-27,CT2024080196,1,0,Green Valley Foods,Port Logistics Ltd.,12627.28,10733.19,881762.96,France,,,,Cashew Kernels Pieces,Nigeria,,,2024,,FOB,Nigeria,Nigeria,France,France,CAD,Prompt,August 2024,4,Containers,69.83,69.83,71.23,0,0.0,0,0,,,12627.28,USD/MT,Fixed,,,12627.28,12558.81,USD/MT,,,,,,,1,,0,69.83,0,4,12627.28,,8817.63,4408.81,864127.7,132264.3,10733.19,1073.32,3491.5,1763.53,4408.81,0,881.76,0,0,0,0,0,Green Valley Foods,USD/MT,1.0,,0,,0,,0,,0,,0,2024-08-27,2024-09-26,,,,,,,,2024-08-27,System,1,2024-10-04,876714.54,GBP,15.0,1
2024-06-19,CT2024060197,0,0,Continental Distributors,Maritime Shipping Corp.,13265.65,11275.8,1044404.62,United Kingdom,,,,Cashew Kernels LWP,Nigeria,,,2024,,FOB,Nigeria,Nigeria,United Kingdom,United Kingdom,LC 30 days,Prompt,June 2024,5,Containers,78.73,78.73,80.3,0,0.0,0,0,,,13265.65,USD/MT,Fixed,,,13265.65,13717.74,USD/MT,,,,,,,1,,0,78.73,0,5,13265.65,,10444.05,5222.02,1023516.53,156660.89,11275.8,1127.58,3936.5,2088.81,5222.02,0,1044.4,0,0,0,0,0,Continental Distributors,USD/MT,1.0,,0,,0,,0,,0,,0,2024-06-19,2024-07-19,,,,,,,,2024-06-19,System,1,2024-08-07,1013802.87,GBP,15.0,1
2024-08-30,CT2024080198,0,0,Mountain View Imports,Express Freight Services,13000.14,11050.12,993730.7,Australia,,,,Cashew Kernels W320,Ivory Coast,,,2024,,FCA,Ivory Coast,Ivory Coast,Australia,Australia,TT 30 days,Prompt,August 2024,4,Containers,76.44,76.44,77.97,0,76.44,0,4,,,13000.14,USD/MT,Fixed,,,13000.14,13584.18,USD/MT,,,,,,,1,,0,0.0,0,0,13000.14,,9937.31,4968.65,973856.09,149059.53,11050.12,1105.01,3822.0,1987.46,4968.65,0,993.73,0,0,0,0,0,Mountain View Imports,USD/MT,1.0,,0,,0,,0,,0,,0,2024-08-30,2024-09-29,,,,,,,,2024-08-30,System,0,,0.0,GBP,15.0,0
2022-12-21,CT2022120199,0,0,Euro Nuts Ltd.,Express Freight Services,14917.96,12680.27,256439.73,India,,,,Cashew Kernels W450,India,,,2022,,EXW,India,India,India,India,LC 60 days,Prompt,December 2022,1,Containers,17.19,17.19,17.53,0,0.0,0,0,,,14917.96,USD/MT,Fixed,,,14917.96,14751.03,USD/MT,,,,,,,1,,0,17.19,0,1,14917.96,,2564.4,1282.2,251310.94,38465.89,12680.27,1268.03,859.5,512.88,1282.2,0,256.44,0,0,0,0,0,Euro Nuts Ltd.,USD/MT,1.0,,0,,0,,0,,0,,0,2022-12-21,2023-01-20,,,,,,,,2022-12-21,System,1,2023-02-12,246924.36,GBP,15.0,1
2023-10-30,CT2023100200,0,0,Green Valley Foods,Maritime Shipping Corp.,13471.8,11451.03,1202358.15,Canada,,,,Cashew Kernels W240,Tanzania,,,2023,,FOB,Tanzania,Tanzania,Canada,Canada,TT Advance,Prompt,October 2023,5,Containers,89.25,89.25,91.03,0,0.0,0,0,,,13471.8,USD/MT,Fixed,,,13471.8,13556.25,USD/MT,,,,,,,0,,0,89.25,0,5,13471.8,,12023.58,6011.79,1178310.99,180353.72,11451.03,1145.1,4462.5,2404.72,6011.79,0,1202.36,0,0,0,0,0,Green Valley Foods,USD/MT,1.0,,0,,0,,0,,0,,0,2023-10-30,2023-11-29,,,,,,,,2023-10-30,System,1,2023-12-21,1177269.57,USD,15.0,1
